Employee ID;Full Name;Job Title;Department;Business Unit;Gender;Ethnicity;Age;Hire Date;Annual Salary;Bonus %;Country;City;Exit Date;Latitude;Longitude
E01877;Abigail Garza;Analyst;Accounting;Manufacturing;Female;Latino;33;27/05/2018;45049;0;United States;Seattle;;47.606209;-122.332069
E01883;Isla Guzman;Senior Manager;Accounting;Speciality Products;Female;Latino;28;06/07/2019;152036;0.15;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E01883;Olivia Gray;Manager;Marketing;Research & Development;Female;Black;42;19/09/2015;103423;0.06;United States;Columbus;;39.9828348;-83.1556352
E01895;Gabriel Zhou;IT Coordinator;IT;Manufacturing;Male;Asian;25;17/01/2021;41844;0;China;Chongqing;;29.5548108;106.3837459
E01895;Peyton Walker;Analyst;Marketing;Research & Development;Female;Caucasian;43;13/07/2019;41545;0;United States;Miami;;25.7823843;-80.3118592
E01896;Adam Nelson;Director;Finance;Speciality Products;Male;Caucasian;25;14/01/2020;168014;0.27;United States;Chicago;27/07/2021;41.8336152;-87.8967698
E01898;Oliver Moua;IT Systems Architect;IT;Corporate;Male;Asian;29;28/06/2021;71234;0;United States;Seattle;;47.606209;-122.332069
E01899;Xavier Jackson;System Administrator;Marketing;Speciality Products;Male;Caucasian;52;11/06/2002;236314;0.34;United States;Miami;;25.7823843;-80.3118592
E01902;Eleanor Li;Senior Manager;Human Resources;Research & Development;Female;Asian;64;07/12/2003;125807;0.15;United States;Chicago;;41.8336152;-87.8967698
E01909;Lillian Khan;Analyst;Finance;Speciality Products;Female;Asian;44;31/05/2010;47387;0;China;Chengdu;08/01/2018;30.6584246;103.9107386
E01921;Sarah Daniels;Senior Manager;Accounting;Manufacturing;Female;Caucasian;55;09/01/2011;138521;0.1;United States;Miami;;25.7823843;-80.3118592
E01924;Anna Gutierrez;Director;Engineering;Research & Development;Female;Latino;59;15/04/2003;150699;0.29;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E01927;Charles Moore;Technical Architect;IT;Manufacturing;Male;Black;34;16/02/2016;63411;0;United States;Miami;;25.7823843;-80.3118592
E01941;Quinn Trinh;Analyst II;Sales;Corporate;Female;Asian;42;09/05/2010;67743;0;China;Beijing;25/12/2014;39.9384171;116.0678242
E01943;Vivian Espinoza;Senior Manager;Sales;Corporate;Female;Latino;52;05/10/2006;147966;0.11;Brazil;Rio de Janerio;23/05/2019;-22.9140457;-43.6107907
E01947;Sophie Owens;Analyst II;Finance;Research & Development;Female;Caucasian;30;05/03/2015;52697;0;United States;Seattle;;47.606209;-122.332069
E01952;Everett Lee;Network Administrator;IT;Research & Development;Male;Asian;45;26/02/2010;90770;0;United States;Columbus;;39.9828348;-83.1556352
E01958;Angel Lin;Network Administrator;IT;Manufacturing;Male;Asian;27;24/12/2020;92321;0;United States;Chicago;;41.8336152;-87.8967698
E01966;Thomas Williams;Field Engineer;Engineering;Speciality Products;Male;Caucasian;45;21/11/2015;87292;0;United States;Columbus;;39.9828348;-83.1556352
E01967;John Dang;Director;Sales;Corporate;Male;Asian;58;19/03/1992;199848;0.16;China;Chongqing;;29.5548108;106.3837459
E01970;Vivian Barnes;Director;Human Resources;Research & Development;Female;Caucasian;51;28/03/2021;180687;0.19;United States;Phoenix;;33.6049778;-112.4546902
E01977;Raelynn Gupta;Senior Manager;Finance;Corporate;Female;Asian;48;10/09/2001;125730;0.11;China;Chongqing;;29.5548108;106.3837459
E01981;Genesis Banks;Analyst;Finance;Corporate;Female;Caucasian;63;16/03/2012;46081;0;United States;Chicago;;41.8336152;-87.8967698
E01985;Eliana Turner;Account Representative;Sales;Research & Development;Female;Black;65;29/09/2000;67837;0;United States;Austin;;30.3076576;-97.9205502
E01986;Wesley Sharma;Manager;IT;Corporate;Male;Asian;51;23/02/1994;122802;0.05;China;Shanghai;;31.2239286;121.147112
E01994;Angel Powell;Analyst II;Sales;Research & Development;Male;Caucasian;61;11/07/2008;66521;0;United States;Seattle;;47.606209;-122.332069
E01995;Jonathan Ho;System Administrator;IT;Manufacturing;Male;Asian;37;25/06/2011;221592;0.31;United States;Columbus;;39.9828348;-83.1556352
E02005;Isabella Bui;Enterprise Architect;IT;Manufacturing;Female;Asian;36;21/11/2014;97500;0;United States;Miami;;25.7823843;-80.3118592
E02012;Anna Han;System Administrator;IT;Research & Development;Female;Asian;65;08/05/2003;96548;0;United States;Austin;;30.3076576;-97.9205502
E02017;Connor Joseph;Director;Human Resources;Corporate;Male;Caucasian;50;22/07/1998;174895;0.15;United States;Chicago;;41.8336152;-87.8967698
E02023;Maverick Mehta;Systems Analyst;IT;Manufacturing;Male;Asian;40;30/07/2007;41859;0;United States;Seattle;;47.606209;-122.332069
E02024;Amelia Bell;Senior Analyst;Sales;Manufacturing;Female;Caucasian;53;05/08/2017;89769;0;United States;Seattle;;47.606209;-122.332069
E02024;Addison Perez;Operations Engineer;Engineering;Speciality Products;Female;Latino;29;25/09/2020;123588;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02031;Melody Cooper;Development Engineer;Engineering;Research & Development;Female;Caucasian;44;04/09/2009;89695;0;United States;Austin;;30.3076576;-97.9205502
E02033;Grace Sun;Director;Finance;Research & Development;Female;Asian;25;17/04/2021;186870;0.2;China;Shanghai;;31.2239286;121.147112
E02035;Eli Rahman;Service Desk Analyst;IT;Manufacturing;Male;Asian;45;16/03/2010;88182;0;China;Chengdu;;30.6584246;103.9107386
E02038;Ellie Chung;Senior Manager;Marketing;Corporate;Female;Asian;59;29/08/2008;157969;0.1;China;Chongqing;;29.5548108;106.3837459
E02044;Caroline Alexander;Business Partner;Human Resources;Manufacturing;Female;Black;42;18/09/2020;47071;0;United States;Columbus;;39.9828348;-83.1556352
E02047;Xavier Perez;Senior Analyst;Sales;Manufacturing;Male;Latino;51;26/02/1998;71111;0;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02059;Roman Munoz;Senior Manager;Sales;Speciality Products;Male;Latino;54;20/10/2011;122644;0.12;United States;Austin;;30.3076576;-97.9205502
E02062;Nora Santiago;Analyst;Accounting;Research & Development;Female;Latino;55;26/06/1996;48687;0;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02063;Ian Gutierrez;Senior Business Partner;Human Resources;Research & Development;Male;Latino;32;09/04/2021;70980;0;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02066;Grayson Yee;Manager;Human Resources;Corporate;Male;Asian;48;16/07/2015;110565;0.09;China;Beijing;;39.9384171;116.0678242
E02071;Mateo Her;System Administrator;Sales;Speciality Products;Male;Asian;44;02/03/2014;207172;0.31;China;Chongqing;;29.5548108;106.3837459
E02072;Charles Robinson;HRIS Analyst;Human Resources;Speciality Products;Male;Caucasian;26;12/03/2021;70369;0;United States;Seattle;;47.606209;-122.332069
E02074;Nora Brown;Enterprise Architect;IT;Manufacturing;Female;Caucasian;32;11/02/2014;99575;0;United States;Austin;;30.3076576;-97.9205502
E02088;Skylar Ayala;Senior Manager;Finance;Corporate;Female;Latino;55;06/02/2017;144986;0.12;United States;Phoenix;;33.6049778;-112.4546902
E02094;Matthew Gupta;Network Engineer;IT;Speciality Products;Male;Asian;45;18/09/2005;67686;0;China;Beijing;;39.9384171;116.0678242
E02103;Andrew Ma;HRIS Analyst;Human Resources;Corporate;Male;Asian;31;24/09/2017;71755;0;China;Chongqing;;29.5548108;106.3837459
E02108;Madeline Coleman;Senior Manager;Finance;Research & Development;Female;Caucasian;51;28/04/2006;150758;0.13;United States;Chicago;16/08/2007;41.8336152;-87.8967698
E02112;Christian Sanders;System Administrator;Human Resources;Speciality Products;Male;Black;45;07/08/2013;236946;0.37;United States;Seattle;;47.606209;-122.332069
E02121;Levi Brown;Senior Analyst;Sales;Corporate;Male;Black;36;26/12/2021;75119;0;United States;Chicago;;41.8336152;-87.8967698
E02135;John Delgado;Cloud Infrastructure Architect;IT;Corporate;Male;Latino;30;11/02/2017;92058;0;United States;Austin;;30.3076576;-97.9205502
E02139;Rylee Yu;Director;Accounting;Research & Development;Female;Asian;36;29/09/2015;178700;0.29;United States;Seattle;;47.606209;-122.332069
E02140;Naomi Zhao;System Administrator;Human Resources;Speciality Products;Female;Asian;45;22/09/2021;201396;0.32;United States;Miami;;25.7823843;-80.3118592
E02147;Allison Medina;Manager;Finance;Speciality Products;Female;Latino;55;29/04/2010;111038;0.05;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02148;Christopher Vega;Engineering Manager;Engineering;Research & Development;Male;Latino;54;27/10/2007;106313;0.15;United States;Chicago;;41.8336152;-87.8967698
E02153;Peyton Vasquez;Analyst;Accounting;Corporate;Female;Latino;26;24/01/2019;55767;0;United States;Phoenix;;33.6049778;-112.4546902
E02166;John Soto;Senior Manager;Finance;Manufacturing;Male;Latino;60;23/09/2015;141899;0.15;United States;Phoenix;;33.6049778;-112.4546902
E02166;Lucas Thomas;Manager;Accounting;Research & Development;Male;Caucasian;55;28/04/2000;115798;0.05;United States;Miami;;25.7823843;-80.3118592
E02179;Peyton Owens;Controls Engineer;Engineering;Speciality Products;Female;Caucasian;48;25/09/2014;96693;0;United States;Chicago;;41.8336152;-87.8967698
E02183;Sarah Ayala;Analyst;Sales;Corporate;Female;Latino;47;09/06/2015;41429;0;United States;Seattle;;47.606209;-122.332069
E02185;Wyatt Rojas;Computer Systems Manager;IT;Corporate;Male;Latino;32;20/03/2013;79921;0.05;United States;Austin;;30.3076576;-97.9205502
E02185;Aubrey Yoon;Senior Business Partner;Human Resources;Research & Development;Female;Asian;60;11/11/2005;78388;0;China;Chongqing;;29.5548108;106.3837459
E02189;Isla Chavez;Account Representative;Sales;Research & Development;Female;Latino;29;19/05/2018;65334;0;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02190;Gabriel Carter;Test Engineer;Engineering;Manufacturing;Male;Caucasian;57;18/07/2018;71167;0;United States;Columbus;;39.9828348;-83.1556352
E02191;Maria Sun;Director;Sales;Corporate;Female;Asian;25;19/12/2021;150666;0.23;China;Chengdu;;30.6584246;103.9107386
E02192;Lucy Avila;Solutions Architect;IT;Speciality Products;Female;Latino;43;22/04/2010;76912;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02193;Josephine Acosta;Director;Human Resources;Speciality Products;Female;Latino;40;20/09/2020;198176;0.17;Brazil;Manaus;;-3.0446589;-60.0495051
E02202;Emilia Bailey;System Administrator;Accounting;Speciality Products;Female;Caucasian;41;09/08/2012;245360;0.37;United States;Austin;;30.3076576;-97.9205502
E02206;Jose Henderson;Director;Human Resources;Speciality Products;Male;Black;41;17/04/2015;152239;0.23;United States;Columbus;;39.9828348;-83.1556352
E02216;Caleb Marquez;IT Systems Architect;IT;Research & Development;Male;Latino;29;15/10/2019;66819;0;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02217;William Phillips;Network Architect;IT;Corporate;Male;Black;61;27/01/2004;88478;0;United States;Austin;;30.3076576;-97.9205502
E02221;Julian Delgado;Systems Analyst;IT;Speciality Products;Male;Latino;29;19/05/2016;52693;0;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02227;Sofia Parker;Cloud Infrastructure Architect;IT;Manufacturing;Female;Caucasian;36;30/05/2014;99080;0;United States;Chicago;;41.8336152;-87.8967698
E02235;Riley Ramirez;Senior Business Partner;Human Resources;Research & Development;Female;Latino;52;13/09/1999;92994;0;United States;Chicago;;41.8336152;-87.8967698
E02249;Allison Daniels;Manager;Finance;Manufacturing;Female;Caucasian;37;14/04/2020;103524;0.09;United States;Phoenix;;33.6049778;-112.4546902
E02252;Lillian Park;Analyst;Marketing;Research & Development;Female;Asian;40;24/02/2021;46833;0;China;Chengdu;10/11/2021;30.6584246;103.9107386
E02254;Jaxson Sandoval;Senior Analyst;Sales;Speciality Products;Male;Latino;61;03/05/2017;90855;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02258;Eliza Chen;Enterprise Architect;IT;Research & Development;Female;Asian;36;29/04/2016;75862;0;United States;Austin;;30.3076576;-97.9205502
E02259;Emily Lau;Senior Analyst;Finance;Manufacturing;Female;Asian;35;18/03/2019;74779;0;United States;Phoenix;;33.6049778;-112.4546902
E02274;Isabella Bailey;Network Administrator;IT;Manufacturing;Female;Caucasian;36;23/08/2010;61310;0;United States;Phoenix;;33.6049778;-112.4546902
E02276;Hazel Griffin;Field Engineer;Engineering;Corporate;Female;Caucasian;32;09/11/2015;65247;0;United States;Phoenix;;33.6049778;-112.4546902
E02283;Jaxon Park;Network Architect;IT;Manufacturing;Male;Asian;33;24/07/2020;69453;0;China;Chengdu;;30.6584246;103.9107386
E02284;Josephine Salazar;Field Engineer;Engineering;Speciality Products;Female;Latino;36;14/03/2016;85870;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02285;Aria Xi;Director;Sales;Research & Development;Female;Asian;45;01/03/2002;165181;0.16;United States;Seattle;;47.606209;-122.332069
E02295;Axel Jordan;Analyst;Sales;Corporate;Male;Caucasian;47;28/02/2013;54635;0;United States;Chicago;;41.8336152;-87.8967698
E02298;Emily Doan;Engineering Manager;Engineering;Corporate;Female;Asian;32;04/12/2014;99202;0.11;United States;Phoenix;;33.6049778;-112.4546902
E02307;Skylar Evans;Director;Accounting;Research & Development;Female;Caucasian;42;04/06/2009;174099;0.26;United States;Austin;;30.3076576;-97.9205502
E02310;Jordan Phillips;System Administrator;Human Resources;Corporate;Male;Black;45;12/12/2010;190512;0.32;United States;Columbus;;39.9828348;-83.1556352
E02313;Jeremiah Lu;Network Architect;IT;Manufacturing;Male;Asian;50;06/03/2001;73907;0;China;Shanghai;;31.2239286;121.147112
E02331;Sophia Huynh;Enterprise Architect;IT;Manufacturing;Female;Asian;55;09/08/2005;92771;0;United States;Miami;;25.7823843;-80.3118592
E02333;Jaxson Wright;Service Desk Analyst;IT;Manufacturing;Male;Black;54;28/12/2010;64417;0;United States;Columbus;;39.9828348;-83.1556352
E02337;Emma Cao;Analyst;Accounting;Corporate;Female;Asian;27;24/08/2019;50809;0;China;Chongqing;;29.5548108;106.3837459
E02363;Eliza Liang;Senior Manager;Human Resources;Speciality Products;Female;Asian;36;11/03/2010;134006;0.13;China;Beijing;;39.9384171;116.0678242
E02375;Lincoln Huynh;Senior Manager;Finance;Manufacturing;Male;Asian;63;08/02/2002;128703;0.13;United States;Austin;;30.3076576;-97.9205502
E02378;Audrey Smith;Field Engineer;Engineering;Research & Development;Female;Caucasian;58;27/10/1995;70189;0;United States;Columbus;;39.9828348;-83.1556352
E02387;Emily Davis;Senior Manager;IT;Research & Development;Female;Black;55;08/04/2016;141604;0.15;United States;Seattle;16/10/2021;47.606209;-122.332069
E02391;Natalia Santos;System Administrator;Human Resources;Speciality Products;Female;Latino;45;25/02/2019;249801;0.39;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02391;Piper Ramos;Senior Manager;Sales;Manufacturing;Female;Latino;49;02/04/1996;157057;0.12;United States;Miami;;25.7823843;-80.3118592
E02415;Penelope Gonzalez;Senior Analyst;Sales;Corporate;Female;Latino;52;16/10/1994;93103;0;United States;Phoenix;;33.6049778;-112.4546902
E02417;Alice Young;Automation Engineer;Engineering;Research & Development;Female;Caucasian;46;24/01/2008;91621;0;United States;Chicago;;41.8336152;-87.8967698
E02420;Madison Li;Director;Marketing;Manufacturing;Female;Asian;35;06/03/2017;171426;0.15;China;Beijing;22/09/2017;39.9384171;116.0678242
E02421;Jordan Truong;Director;Engineering;Speciality Products;Male;Asian;45;28/08/2014;183161;0.22;United States;Miami;;25.7823843;-80.3118592
E02427;Addison Mehta;Manager;Sales;Corporate;Female;Asian;27;15/09/2018;127616;0.07;United States;Columbus;;39.9828348;-83.1556352
E02428;Connor Luu;Computer Systems Manager;IT;Speciality Products;Male;Asian;35;03/05/2016;73899;0.05;China;Chengdu;;30.6584246;103.9107386
E02440;Grayson Turner;Solutions Architect;IT;Corporate;Male;Caucasian;54;30/06/1992;63196;0;United States;Chicago;26/10/2014;41.8336152;-87.8967698
E02453;Dylan Kumar;Senior Analyst;Marketing;Speciality Products;Male;Asian;55;11/07/2006;93343;0;China;Chongqing;;29.5548108;106.3837459
E02464;Sophie Silva;System Administrator;Engineering;Corporate;Female;Latino;28;06/07/2017;240488;0.4;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02468;Ella Huang;System Administrator;Marketing;Corporate;Female;Asian;45;28/02/2016;211637;0.31;United States;Chicago;;41.8336152;-87.8967698
E02473;Leonardo Lo;Quality Engineer;Engineering;Speciality Products;Male;Asian;29;15/11/2021;91782;0;China;Chongqing;;29.5548108;106.3837459
E02477;Amelia Bui;Director;Engineering;Speciality Products;Female;Asian;46;21/10/2020;151853;0.16;China;Chengdu;;30.6584246;103.9107386
E02478;Alexander Morris;Manager;Sales;Speciality Products;Male;Caucasian;33;21/06/2013;119631;0.06;United States;Phoenix;;33.6049778;-112.4546902
E02489;Ethan Clark;Senior Business Partner;Human Resources;Manufacturing;Male;Caucasian;33;04/08/2017;92610;0;United States;Columbus;;39.9828348;-83.1556352
E02492;Sebastian Gupta;Senior Analyst;Marketing;Corporate;Male;Asian;40;22/09/2014;73779;0;China;Chongqing;09/05/2019;29.5548108;106.3837459
E02492;Parker Sandoval;Manager;Human Resources;Speciality Products;Male;Latino;59;10/06/2015;101985;0.07;United States;Miami;;25.7823843;-80.3118592
E02521;Lily Nguyen;Senior Analyst;Finance;Speciality Products;Female;Asian;33;28/01/2012;95960;0;China;Chengdu;;30.6584246;103.9107386
E02522;Silas Rivera;System Administrator;Sales;Corporate;Male;Latino;48;28/02/2000;258081;0.3;United States;Chicago;;41.8336152;-87.8967698
E02531;Jameson Foster;Analyst;Marketing;Manufacturing;Male;Caucasian;28;18/07/2021;43391;0;United States;Columbus;;39.9828348;-83.1556352
E02534;Victoria Johnson;Senior Manager;Accounting;Corporate;Female;Caucasian;55;28/05/2004;159885;0.12;United States;Columbus;;39.9828348;-83.1556352
E02534;Leah Khan;Director;Marketing;Corporate;Female;Asian;36;13/09/2010;157070;0.28;China;Chongqing;;29.5548108;106.3837459
E02535;Caroline Perez;Controls Engineer;Engineering;Corporate;Female;Latino;29;14/01/2018;80516;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02554;Joshua Ramirez;System Administrator;Human Resources;Corporate;Male;Latino;44;10/09/2007;181247;0.33;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02555;Landon Lopez;Senior Analyst;Accounting;Manufacturing;Male;Latino;38;05/07/2008;78056;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02558;Jose Richardson;Director;Marketing;Research & Development;Male;Caucasian;26;15/10/2019;151556;0.2;United States;Miami;;25.7823843;-80.3118592
E02561;Samantha Vargas;Director;Human Resources;Corporate;Female;Latino;53;21/07/2006;151246;0.21;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02562;Christian Medina;Analyst;Marketing;Corporate;Male;Latino;51;19/06/2007;45206;0;United States;Columbus;;39.9828348;-83.1556352
E02563;Emily Clark;System Administrator;Accounting;Corporate;Female;Caucasian;36;13/01/2020;253294;0.4;United States;Miami;;25.7823843;-80.3118592
E02563;Clara Sanchez;Controls Engineer;Engineering;Corporate;Female;Latino;47;02/10/2018;111404;0;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02572;Luna Sanders;Director;Finance;Speciality Products;Female;Caucasian;50;26/10/2006;163099;0.2;United States;Chicago;;41.8336152;-87.8967698
E02576;Gianna Ha;Manager;IT;Research & Development;Female;Asian;55;08/02/2005;115145;0.05;China;Chongqing;;29.5548108;106.3837459
E02594;Ezekiel Kumar;IT Coordinator;IT;Research & Development;Male;Asian;28;25/06/2017;54775;0;United States;Columbus;;39.9828348;-83.1556352
E02599;Daniel Huang;System Administrator;Human Resources;Corporate;Male;Asian;31;03/09/2015;250953;0.34;United States;Columbus;;39.9828348;-83.1556352
E02604;Brooklyn Collins;Senior Manager;Finance;Corporate;Female;Black;59;27/10/2018;139208;0.11;United States;Austin;;30.3076576;-97.9205502
E02613;John Jung;Senior Analyst;Sales;Speciality Products;Male;Asian;63;12/03/2018;73200;0;China;Shanghai;;31.2239286;121.147112
E02613;Everly Lai;System Administrator;Marketing;Speciality Products;Female;Asian;52;01/04/1998;182035;0.3;United States;Chicago;;41.8336152;-87.8967698
E02627;Parker Avila;Analyst II;Marketing;Manufacturing;Male;Latino;47;28/11/2005;62749;0;Brazil;Manaus;;-3.0446589;-60.0495051
E02628;Nora Nelson;Analyst II;Finance;Manufacturing;Female;Caucasian;41;09/01/2007;50685;0;United States;Columbus;;39.9828348;-83.1556352
E02632;Alice Soto;Analyst;Accounting;Corporate;Female;Latino;56;13/04/1995;50857;0;Brazil;Manaus;;-3.0446589;-60.0495051
E02633;Allison Roberts;System Administrator;Sales;Manufacturing;Female;Black;54;19/08/2000;222224;0.38;United States;Columbus;;39.9828348;-83.1556352
E02639;Hadley Parker;System Administrator;Marketing;Corporate;Female;Black;30;21/09/2016;221217;0.32;United States;Columbus;25/09/2017;39.9828348;-83.1556352
E02639;Sebastian Le;Analyst;Finance;Corporate;Male;Asian;37;09/11/2015;45369;0;China;Beijing;;39.9384171;116.0678242
E02642;Sebastian Rogers;HRIS Analyst;Human Resources;Research & Development;Male;Caucasian;38;29/11/2019;69647;0;United States;Miami;20/04/2022;25.7823843;-80.3118592
E02649;Charles Gonzalez;Quality Engineer;Engineering;Research & Development;Male;Latino;27;28/09/2018;64247;0;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02652;Nathan Sun;Manager;Accounting;Speciality Products;Male;Asian;63;29/07/2015;103724;0.05;China;Shanghai;;31.2239286;121.147112
E02661;Maya Chan;Controls Engineer;Engineering;Speciality Products;Female;Asian;37;13/02/2013;124827;0;China;Beijing;;39.9384171;116.0678242
E02665;Bella Butler;Senior Manager;Finance;Manufacturing;Female;Black;33;25/10/2019;131652;0.11;United States;Seattle;;47.606209;-122.332069
E02678;Nicholas Rivera;Director;Engineering;Corporate;Male;Latino;45;13/04/2007;189680;0.23;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02681;Caroline Owens;Director;IT;Speciality Products;Female;Caucasian;26;26/07/2021;151108;0.22;United States;Phoenix;;33.6049778;-112.4546902
E02684;Aaron Maldonado;Analyst II;Finance;Manufacturing;Male;Latino;39;17/09/2008;62861;0;United States;Seattle;;47.606209;-122.332069
E02687;Caroline Nelson;System Administrator;Finance;Corporate;Female;Caucasian;36;11/01/2014;202323;0.39;United States;Chicago;;41.8336152;-87.8967698
E02693;Grace Campos;Director;Engineering;Research & Development;Female;Latino;37;21/03/2008;156277;0.22;Brazil;Manaus;;-3.0446589;-60.0495051
E02696;Ryan Lu;Development Engineer;Engineering;Speciality Products;Male;Asian;25;08/07/2021;67275;0;United States;Columbus;;39.9828348;-83.1556352
E02703;Austin Vang;Manager;Marketing;Speciality Products;Male;Asian;49;20/05/2018;119397;0.09;China;Beijing;14/03/2019;39.9384171;116.0678242
E02706;Nevaeh Kang;Automation Engineer;Engineering;Research & Development;Female;Asian;46;10/01/2021;86538;0;China;Chengdu;;30.6584246;103.9107386
E02706;Lucy Figueroa;Senior Manager;Finance;Research & Development;Female;Latino;45;10/01/2016;149761;0.12;United States;Columbus;;39.9828348;-83.1556352
E02710;Silas Huang;Engineering Manager;Engineering;Research & Development;Male;Asian;57;09/01/1992;111299;0.12;United States;Miami;;25.7823843;-80.3118592
E02716;Dominic Dinh;Senior Manager;Marketing;Speciality Products;Male;Asian;45;11/04/2005;128468;0.11;United States;Chicago;;41.8336152;-87.8967698
E02720;Jaxon Fong;Senior Analyst;Sales;Speciality Products;Male;Asian;59;13/03/1997;83685;0;China;Beijing;;39.9384171;116.0678242
E02728;Thomas Chang;Senior Analyst;Accounting;Research & Development;Male;Asian;34;26/07/2011;97231;0;China;Beijing;;39.9384171;116.0678242
E02730;Axel Soto;Quality Engineer;Engineering;Corporate;Male;Latino;46;22/04/2005;96639;0;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02732;Alice Tran;Analyst;Marketing;Corporate;Female;Asian;39;29/07/2014;40897;0;United States;Seattle;;47.606209;-122.332069
E02744;Dylan Padilla;HRIS Analyst;Human Resources;Manufacturing;Male;Latino;31;09/12/2015;73854;0;United States;Seattle;;47.606209;-122.332069
E02747;Kinsley Acosta;System Administrator;IT;Speciality Products;Female;Latino;32;22/07/2020;192749;0.31;United States;Chicago;;41.8336152;-87.8967698
E02748;Genesis Zhu;Director;Finance;Speciality Products;Female;Asian;34;20/07/2020;184960;0.18;United States;Seattle;;47.606209;-122.332069
E02761;Luca Duong;Manager;Human Resources;Research & Development;Male;Asian;48;30/06/2004;120660;0.07;China;Chengdu;;30.6584246;103.9107386
E02769;Eliza Adams;Account Representative;Sales;Manufacturing;Female;Caucasian;26;21/11/2021;63137;0;United States;Chicago;;41.8336152;-87.8967698
E02769;Riley Marquez;Senior Manager;Finance;Research & Development;Female;Latino;39;18/10/2019;122829;0.11;United States;Chicago;;41.8336152;-87.8967698
E02770;Liliana Do;Service Desk Analyst;IT;Manufacturing;Female;Asian;30;29/03/2019;86774;0;China;Chengdu;;30.6584246;103.9107386
E02770;James Huang;Manager;Human Resources;Speciality Products;Male;Asian;54;11/03/1997;128136;0.05;China;Beijing;;39.9384171;116.0678242
E02781;Athena Vu;Director;Accounting;Manufacturing;Female;Asian;63;06/03/2007;193044;0.15;United States;Miami;;25.7823843;-80.3118592
E02783;Levi Mendez;System Administrator;Sales;Research & Development;Male;Latino;39;23/08/2011;249506;0.3;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02791;Aubrey Romero;Director;Sales;Corporate;Female;Latino;49;02/04/1998;160832;0.3;United States;Phoenix;;33.6049778;-112.4546902
E02798;Charles Henderson;Systems Analyst;IT;Speciality Products;Male;Caucasian;48;11/02/2002;43080;0;United States;Austin;;30.3076576;-97.9205502
E02800;Eva Estrada;Senior Manager;Sales;Speciality Products;Female;Latino;45;24/07/2018;148991;0.12;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E02801;Santiago f Brooks;Senior Manager;Sales;Corporate;Male;Black;51;01/09/2000;157487;0.12;United States;Phoenix;;33.6049778;-112.4546902
E02802;Matthew Chau;Senior Business Partner;Human Resources;Research & Development;Male;Asian;53;16/11/2002;95998;0;United States;Seattle;;47.606209;-122.332069
E02803;Eli Soto;Analyst;Marketing;Speciality Products;Male;Latino;38;02/05/2016;50784;0;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02810;Layla Torres;Senior Manager;Finance;Manufacturing;Female;Latino;37;24/02/2013;157474;0.11;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E02813;Kai Chow;Engineering Manager;Engineering;Corporate;Male;Asian;45;12/04/2001;95743;0.15;United States;Austin;15/01/2010;30.3076576;-97.9205502
E02818;Aaron Garza;Director;Sales;Research & Development;Male;Latino;39;27/12/2013;165756;0.28;United States;Columbus;09/06/2020;39.9828348;-83.1556352
E02825;Wyatt Li;System Administrator;Engineering;Manufacturing;Male;Asian;63;03/06/2013;254289;0.39;United States;Chicago;;41.8336152;-87.8967698
E02832;Penelope Jordan;Computer Systems Manager;IT;Manufacturing;Female;Caucasian;26;27/09/2019;84913;0.07;United States;Chicago;;41.8336152;-87.8967698
E02833;Adrian Fernandez;Systems Analyst;IT;Research & Development;Male;Latino;45;23/08/2001;54994;0;United States;Columbus;;39.9828348;-83.1556352
E02838;Julia Pham;Engineering Manager;Engineering;Speciality Products;Female;Asian;65;16/03/2006;83756;0.14;China;Shanghai;;31.2239286;121.147112
E02843;Lily Pena;Manager;Human Resources;Speciality Products;Female;Latino;55;24/02/2010;102839;0.05;United States;Miami;;25.7823843;-80.3118592
